GPU: NVIDIA GeForce RTX 3080 Ti
GPU memory: 12038.19 MB
Epoch [100/200000] Training Loss: 0.00246562 Testing Loss: 0.00202393 || lr: [0.001]
Epoch [85900/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [86000/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [86100/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [86200/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [86300/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [86400/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [86500/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [86600/200000] Training Loss: 0.00000041 Testing Loss: 0.00000111 || lr: [0.00049]
Epoch [86700/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [86800/200000] Training Loss: 0.00000032 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [86900/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [87000/200000] Training Loss: 0.00000039 Testing Loss: 0.00000038 || lr: [0.00049]
Epoch [87100/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [87200/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [87300/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [87400/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [87500/200000] Training Loss: 0.00002295 Testing Loss: 0.00001314 || lr: [0.00049]
Epoch [87600/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [87700/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [87800/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [87900/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [88000/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [88100/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [88200/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [88300/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [88400/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [88500/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [88600/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [88700/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [88800/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [88900/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [89000/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [89100/200000] Training Loss: 0.00000139 Testing Loss: 0.00000224 || lr: [0.00049]
Epoch [89200/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [89300/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [89400/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [89500/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [89600/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [89700/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [89800/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [89900/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [90000/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [90100/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [90200/200000] Training Loss: 0.00000135 Testing Loss: 0.00000147 || lr: [0.00049]
Epoch [90300/200000] Training Loss: 0.00000217 Testing Loss: 0.00000168 || lr: [0.00049]
Epoch [90400/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [90500/200000] Training Loss: 0.00000046 Testing Loss: 0.00000046 || lr: [0.00049]
Epoch [90600/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [90700/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [90800/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [90900/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [91000/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [91100/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [91200/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [91300/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [91400/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [91500/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [91600/200000] Training Loss: 0.00000616 Testing Loss: 0.00000486 || lr: [0.00049]
Epoch [91700/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [91800/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [91900/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [92000/200000] Training Loss: 0.00000033 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [92100/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [92200/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [92300/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [92400/200000] Training Loss: 0.00000330 Testing Loss: 0.00000277 || lr: [0.00049]
Epoch [92500/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [92600/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [92700/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [92800/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [92900/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [93000/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [93100/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [93200/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [93300/200000] Training Loss: 0.00000032 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [93400/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [93500/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [93600/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [93700/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [93800/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [93900/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [94000/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [94100/200000] Training Loss: 0.00000032 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [94200/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [94300/200000] Training Loss: 0.00000037 Testing Loss: 0.00000040 || lr: [0.00049]
Epoch [94400/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [94500/200000] Training Loss: 0.00000048 Testing Loss: 0.00000059 || lr: [0.00049]
Epoch [94600/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [94700/200000] Training Loss: 0.00000035 Testing Loss: 0.00000039 || lr: [0.00049]
Epoch [94800/200000] Training Loss: 0.00001695 Testing Loss: 0.00001739 || lr: [0.00049]
Epoch [94900/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [95000/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [95100/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [95200/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [95300/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [95400/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [95500/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [95600/200000] Training Loss: 0.00000033 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [95700/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [95800/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [95900/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [96000/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [96100/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [96200/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [96300/200000] Training Loss: 0.00000046 Testing Loss: 0.00000048 || lr: [0.00049]
Epoch [96400/200000] Training Loss: 0.00000034 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [96500/200000] Training Loss: 0.00000034 Testing Loss: 0.00000038 || lr: [0.00049]
Epoch [96600/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [96700/200000] Training Loss: 0.00000164 Testing Loss: 0.00000263 || lr: [0.00049]
Epoch [96800/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [96900/200000] Training Loss: 0.00000043 Testing Loss: 0.00000043 || lr: [0.00049]
Epoch [97000/200000] Training Loss: 0.00000056 Testing Loss: 0.00000067 || lr: [0.00049]
Epoch [97100/200000] Training Loss: 0.00000032 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [97200/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [97300/200000] Training Loss: 0.00000117 Testing Loss: 0.00000103 || lr: [0.00049]
Epoch [97400/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [97500/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [97600/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [97700/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [97800/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [97900/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [98000/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [98100/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [98200/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [98300/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [98400/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [98500/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [98600/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [98700/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [98800/200000] Training Loss: 0.00000042 Testing Loss: 0.00000049 || lr: [0.00049]
Epoch [98900/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [99000/200000] Training Loss: 0.00000042 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [99100/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [99200/200000] Training Loss: 0.00000050 Testing Loss: 0.00000052 || lr: [0.00049]
Epoch [99300/200000] Training Loss: 0.00000032 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [99400/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [99500/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [99600/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [99700/200000] Training Loss: 0.00000066 Testing Loss: 0.00000079 || lr: [0.00049]
Epoch [99800/200000] Training Loss: 0.00000035 Testing Loss: 0.00000039 || lr: [0.00049]
Epoch [99900/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [100000/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [100100/200000] Training Loss: 0.00000646 Testing Loss: 0.00000223 || lr: [0.00049]
Epoch [100200/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [100300/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [100400/200000] Training Loss: 0.00000037 Testing Loss: 0.00000038 || lr: [0.00049]
Epoch [100500/200000] Training Loss: 0.00000037 Testing Loss: 0.00000038 || lr: [0.00049]
Epoch [100600/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [100700/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [100800/200000] Training Loss: 0.00000050 Testing Loss: 0.00000051 || lr: [0.00049]
Epoch [100900/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [101000/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [101100/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [101200/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [101300/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [101400/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [101500/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [101600/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [101700/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [101800/200000] Training Loss: 0.00000039 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [101900/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [102000/200000] Training Loss: 0.00000033 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [102100/200000] Training Loss: 0.00000049 Testing Loss: 0.00000055 || lr: [0.00049]
Epoch [102200/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [102300/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [102400/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [102500/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [102600/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [102700/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [102800/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [102900/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [103000/200000] Training Loss: 0.00000033 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [103100/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [103200/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [103300/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [103400/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [103500/200000] Training Loss: 0.00000036 Testing Loss: 0.00000040 || lr: [0.00049]
Epoch [103600/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [103700/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [103800/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [103900/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [104000/200000] Training Loss: 0.00000032 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [104100/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [104200/200000] Training Loss: 0.00000041 Testing Loss: 0.00000048 || lr: [0.00049]
Epoch [104300/200000] Training Loss: 0.00000041 Testing Loss: 0.00000043 || lr: [0.00049]
Epoch [104400/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [104500/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [104600/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [104700/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [104800/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [104900/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [105000/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [105100/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [105200/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [105300/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [105400/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [105500/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [105600/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [105700/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [105800/200000] Training Loss: 0.00000031 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [105900/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [106000/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [106100/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [106200/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [106300/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [106400/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [106500/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [106600/200000] Training Loss: 0.00000142 Testing Loss: 0.00000197 || lr: [0.00049]
Epoch [106700/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [106800/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [106900/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [107000/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [107100/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [107200/200000] Training Loss: 0.00000043 Testing Loss: 0.00000046 || lr: [0.00049]
Epoch [107300/200000] Training Loss: 0.00000034 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [107400/200000] Training Loss: 0.00000094 Testing Loss: 0.00000065 || lr: [0.00049]
Epoch [107500/200000] Training Loss: 0.00000105 Testing Loss: 0.00000134 || lr: [0.00049]
Epoch [107600/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [107700/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [107800/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [107900/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [108000/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [108100/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [108200/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [108300/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [108400/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [108500/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [108600/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [108700/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [108800/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [108900/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [109000/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [109100/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [109200/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [109300/200000] Training Loss: 0.00000042 Testing Loss: 0.00000046 || lr: [0.00049]
Epoch [109400/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [109500/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [109600/200000] Training Loss: 0.00000037 Testing Loss: 0.00000041 || lr: [0.00049]
Epoch [109700/200000] Training Loss: 0.00000067 Testing Loss: 0.00000070 || lr: [0.00049]
Epoch [109800/200000] Training Loss: 0.00000160 Testing Loss: 0.00000101 || lr: [0.00049]
Epoch [109900/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [110000/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [110100/200000] Training Loss: 0.00000034 Testing Loss: 0.00000038 || lr: [0.00049]
Epoch [110200/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [110300/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [110400/200000] Training Loss: 0.00000034 Testing Loss: 0.00000038 || lr: [0.00049]
Epoch [110500/200000] Training Loss: 0.00000042 Testing Loss: 0.00000045 || lr: [0.00049]
Epoch [110600/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [110700/200000] Training Loss: 0.00000033 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [110800/200000] Training Loss: 0.00000047 Testing Loss: 0.00000049 || lr: [0.00049]
Epoch [110900/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [111000/200000] Training Loss: 0.00000032 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [111100/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [111200/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [111300/200000] Training Loss: 0.00000031 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [111400/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [111500/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [111600/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [111700/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
Epoch [111800/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [111900/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [112000/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [112100/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [112200/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [112300/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [112400/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [112500/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [112600/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [112700/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [112800/200000] Training Loss: 0.00000031 Testing Loss: 0.00000034 || lr: [0.00049]
Epoch [112900/200000] Training Loss: 0.00000036 Testing Loss: 0.00000039 || lr: [0.00049]
Epoch [113000/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [113100/200000] Training Loss: 0.00000036 Testing Loss: 0.00000042 || lr: [0.00049]
Epoch [113200/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [113300/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [113400/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [113500/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [113600/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [113700/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [113800/200000] Training Loss: 0.00000050 Testing Loss: 0.00000062 || lr: [0.00049]
Epoch [113900/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [114000/200000] Training Loss: 0.00000030 Testing Loss: 0.00000032 || lr: [0.00049]
Epoch [114100/200000] Training Loss: 0.00000030 Testing Loss: 0.00000033 || lr: [0.00049]
